kw1	kw2	iteration	crit_p	R1C1	inv_edge_weight	edge_weight	pg
hypertension pulmonary/chemically induced	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	nlr family pyrin domain-containing 3 protein/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	hmgb1 protein/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	inflammation/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	macrophages/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	bacterial toxins/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	toll-like receptor 4/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	HMGB1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	NLRP3	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hypertension pulmonary/chemically induced	NOX4	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	nlr family pyrin domain-containing 3 protein/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	macrophages/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	hmgb1 protein/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	bacterial toxins/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	toll-like receptor 4/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	inflammation/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	NLRP3	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
HMGB1	NOX4	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	nlr family pyrin domain-containing 3 protein/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	macrophages/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	hmgb1 protein/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	bacterial toxins/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	inflammation/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	NLRP3	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
toll-like receptor 4/metabolism	NOX4	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	hmgb1 protein/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	inflammation/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	NLRP3	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	NOX4	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	macrophages/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
nlr family pyrin domain-containing 3 protein/metabolism	bacterial toxins/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	macrophages/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	inflammation/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	bacterial toxins/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	NLRP3	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
hmgb1 protein/metabolism	NOX4	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	macrophages/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	inflammation/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	NLRP3	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
bacterial toxins/metabolism	NOX4	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	inflammation/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	NLRP3	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
macrophages/metabolism	NOX4	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NLRP3	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NLRP3	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NLRP3	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NLRP3	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NLRP3	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NLRP3	inflammation/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NLRP3	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NLRP3	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NLRP3	NOX4	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NOX4	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NOX4	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NOX4	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NOX4	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NOX4	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NOX4	inflammation/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NOX4	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
NOX4	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammation/metabolism	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammation/metabolism	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammation/metabolism	lung/blood supply	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammation/metabolism	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammation/metabolism	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammation/metabolism	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammation/metabolism	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
lung/blood supply	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
lung/blood supply	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
lung/blood supply	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
lung/blood supply	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
lung/blood supply	inflammasomes/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
lung/blood supply	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammasomes/metabolism	endothelial cells/metabolism	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammasomes/metabolism	heart ventricles/diagnostic imaging	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammasomes/metabolism	hemodynamics/drug effects	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammasomes/metabolism	monocrotaline/toxicity	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
inflammasomes/metabolism	FTH1	0	0.0031599581438861	1	0.4939070991557664	0.037037037037037	0.0015405925891525
