kw1	kw2	iteration	crit_p	R1C1	inv_edge_weight	edge_weight	pg
TLR4	phenylenediamines/pharmacology	0	0.000430698472181	2	0.1810690823891833	0.0028490028490028	0.00014820110894
TLR4	cyclohexylamines/pharmacology	0	0.000430698472181	2	0.1810690823891833	0.0028490028490028	0.00014820110894
TLR4	neutrophil infiltration	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TLR4	myocardium/immunology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TLR4	toll-like receptor 4/genetics	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TLR4	inflammation/drug therapy	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TLR4	adaptor proteins vesicular transport/genetics	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TLR4	neutrophils/immunology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TLR4	ventricular function left/drug effects	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TLR4	myocardial reperfusion injury/drug therapy	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TLR4	TICAM1	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
TLR4	TRIM69	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
neutrophils/immunology	phenylenediamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
neutrophils/immunology	cyclohexylamines/pharmacology	0	0.0025341438075405	1	0.4939070991557664	0.074074074074074	0.0010656452709273
neutrophils/immunology	neutrophil infiltration	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
neutrophils/immunology	adaptor proteins vesicular transport/genetics	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
neutrophils/immunology	ventricular function left/drug effects	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
neutrophils/immunology	myocardium/immunology	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
neutrophils/immunology	toll-like receptor 4/genetics	0	2.84818917781398e-07	1	0.4939070991557664	0.037037037037037	4.504492079338007e-08
