entity	category	node_weight	occurrence	btw_cnt	cls_cnt	strength	qscore	Knode	ranking	repGM	repGT
acetaminophen/pharmacology	MESH	0.037037037037037	1	0.0	0.318530542714533	5.08909972888685	0.215844830444473	0.229563373668904	129	4.063654447286161	77.77777777777779
brain neoplasms/genetics	MESH	0.037037037037037	1	0.0	0.318530542714533	5.08909972888685	0.215844830444473	0.229563373668904	124	4.063654447286161	77.77777777777779
cation transport proteins/genetics	MESH	0.037037037037037	1	0.0	0.318530542714533	5.08909972888685	0.215844830444473	0.229563373668904	132	4.063654447286161	77.77777777777779
gene expression regulation neoplastic	MESH	0.074074074074074	2	2220.0	0.374602825103952	9.66928948488501	0.878852069480005	0.256933656501157	116	4.063654447286161	77.77777777777779
glioblastoma/genetics	MESH	0.037037037037037	1	0.0	0.318530542714533	5.08909972888685	0.215844830444473	0.229563373668904	128	4.063654447286161	77.77777777777779
heat-shock proteins/genetics	MESH	0.037037037037037	1	0.0	0.318530542714533	5.08909972888685	0.215844830444473	0.229563373668904	127	4.063654447286161	77.77777777777779
hyaluronan receptors/genetics	MESH	0.037037037037037	1	0.0	0.318530542714533	5.08909972888685	0.215844830444473	0.229563373668904	131	4.063654447286161	77.77777777777779
t-lymphocytes cytotoxic/immunology	MESH	0.037037037037037	1	0.0	0.318530542714533	5.08909972888685	0.215844830444473	0.229563373668904	130	4.063654447286161	77.77777777777779
antioxidants/pharmacology	MESH	0.037037037037037	1	1070.76555713768	0.446470379732177	7.12473962044159	0.659433771113854	0.221033168665414	139	4.063654447286161	77.77777777777779
biopterins/analogs &amp; derivatives	MESH	0.037037037037037	1	1070.76555713768	0.446470379732177	7.12473962044159	0.659433771113854	0.221033168665414	142	4.063654447286161	77.77777777777779
cell proliferation/drug effects	MESH	0.037037037037037	1	1070.76555713768	0.446470379732177	7.12473962044159	0.659433771113854	0.221033168665414	140	4.063654447286161	77.77777777777779
cystine/antagonists &amp; inhibitors	MESH	0.037037037037037	1	1070.76555713768	0.446470379732177	7.12473962044159	0.659433771113854	0.221033168665414	141	4.063654447286161	77.77777777777779
folic acid antagonists/pharmacology	MESH	0.037037037037037	1	1070.76555713768	0.446470379732177	7.12473962044159	0.659433771113854	0.221033168665414	138	4.063654447286161	77.77777777777779
methotrexate/pharmacology	MESH	0.037037037037037	1	1070.76555713768	0.446470379732177	7.12473962044159	0.659433771113854	0.221033168665414	135	4.063654447286161	77.77777777777779
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	MESH	0.037037037037037	1	1070.76555713768	0.446470379732177	7.12473962044159	0.659433771113854	0.221033168665414	134	4.063654447286161	77.77777777777779
tetrahydrofolate dehydrogenase/genetics	MESH	0.037037037037037	1	1070.76555713768	0.446470379732177	7.12473962044159	0.659433771113854	0.221033168665414	137	4.063654447286161	77.77777777777779
vitamin e/pharmacology	MESH	0.037037037037037	1	1070.76555713768	0.446470379732177	7.12473962044159	0.659433771113854	0.221033168665414	136	4.063654447286161	77.77777777777779
cell survival	MESH	0.037037037037037	1	32.1428571428572	0.377878756650201	5.08909972888685	0.250658512774227	0.385046766404668	105	4.063654447286161	77.77777777777779
coenzyme a ligases/metabolism	MESH	0.037037037037037	1	32.1428571428572	0.377878756650201	5.08909972888685	0.250658512774227	0.385046766404668	104	4.063654447286161	77.77777777777779
glutathione/metabolism	MESH	0.111111111111111	3	7532.52380952381	0.447075109515902	9.78483114108419	0.965665236051502	0.363911536647028	114	4.063654447286161	77.77777777777779
iron/metabolism	MESH	0.148148148148148	4	5527.03174603174	0.438016578810474	11.3115610597502	0.982887877838973	0.38742316502167	98	4.063654447286161	77.77777777777779
lymph/metabolism	MESH	0.037037037037037	1	32.1428571428572	0.377878756650201	5.08909972888685	0.250658512774227	0.385046766404668	102	4.063654447286161	77.77777777777779
melanoma/blood	MESH	0.037037037037037	1	32.1428571428572	0.377878756650201	5.08909972888685	0.250658512774227	0.385046766404668	100	4.063654447286161	77.77777777777779
neoplasm metastasis/drug therapy	MESH	0.037037037037037	1	32.1428571428572	0.377878756650201	5.08909972888685	0.250658512774227	0.385046766404668	99	4.063654447286161	77.77777777777779
oleic acid/metabolism	MESH	0.037037037037037	1	32.1428571428572	0.377878756650201	5.08909972888685	0.250658512774227	0.385046766404668	101	4.063654447286161	77.77777777777779
oxidative stress/drug effects	MESH	0.074074074074074	2	0.0	0.320243475500059	3.5623698102208	0.0736613310247011	0.368005652732103	113	4.063654447286161	77.77777777777779
phospholipid hydroperoxide glutathione peroxidase/metabolism	MESH	0.074074074074074	2	3790.66666666667	0.429175788946664	7.24028127664077	0.739376300908103	0.384261773524411	106	4.063654447286161	77.77777777777779
autophagy-related proteins/genetics	MESH	0.037037037037037	1	1708.23887253408	0.478089810620738	4.58018975599817	0.293982206340143	0.240827628564096	122	4.063654447286161	77.77777777777779
