kw1	kw2	R1C1	crit_p	edge_weight	inv_edge_weight	pg	iteration
CTLA4	BTRC	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	lung neoplasms/drug therapy	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	nf-e2-related factor 2/genetics	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	tor serine-threonine kinases/metabolism	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	glycogen synthase kinase 3/metabolism	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	allografts	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	iron/chemistry	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	GSK3B	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
CTLA4	PRKAA2	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	BTRC	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	GSK3B	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	PRKAA2	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	lung neoplasms/drug therapy	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	tor serine-threonine kinases/metabolism	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	glycogen synthase kinase 3/metabolism	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	iron/chemistry	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
nf-e2-related factor 2/genetics	allografts	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
BTRC	lung neoplasms/drug therapy	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
BTRC	tor serine-threonine kinases/metabolism	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
BTRC	glycogen synthase kinase 3/metabolism	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
BTRC	allografts	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
BTRC	iron/chemistry	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
BTRC	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
BTRC	GSK3B	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
BTRC	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
BTRC	PRKAA2	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
glycogen synthase kinase 3/metabolism	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
glycogen synthase kinase 3/metabolism	GSK3B	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
glycogen synthase kinase 3/metabolism	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
glycogen synthase kinase 3/metabolism	PRKAA2	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
glycogen synthase kinase 3/metabolism	lung neoplasms/drug therapy	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
glycogen synthase kinase 3/metabolism	tor serine-threonine kinases/metabolism	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
glycogen synthase kinase 3/metabolism	iron/chemistry	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
glycogen synthase kinase 3/metabolism	allografts	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
iron/chemistry	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
iron/chemistry	GSK3B	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
iron/chemistry	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
iron/chemistry	PRKAA2	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
iron/chemistry	lung neoplasms/drug therapy	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
iron/chemistry	tor serine-threonine kinases/metabolism	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
iron/chemistry	allografts	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
GSK3B	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
GSK3B	lung neoplasms/drug therapy	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
GSK3B	tor serine-threonine kinases/metabolism	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
GSK3B	allografts	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
GSK3B	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
GSK3B	PRKAA2	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
tor serine-threonine kinases/metabolism	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
tor serine-threonine kinases/metabolism	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
tor serine-threonine kinases/metabolism	PRKAA2	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
tor serine-threonine kinases/metabolism	lung neoplasms/drug therapy	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
tor serine-threonine kinases/metabolism	allografts	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
PRKAA2	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
PRKAA2	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
PRKAA2	lung neoplasms/drug therapy	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
PRKAA2	allografts	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
lung neoplasms/drug therapy	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
lung neoplasms/drug therapy	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
lung neoplasms/drug therapy	allografts	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
allografts	GABPA	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
allografts	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
GABPA	MTOR	1	0.005912010576244	0.0333333333333333	0.4960315991883324	0.0031901655907421	1
