spleen/pathology	piperazines/pharmacology	0.07407407407407408	34396451
piperazines/pharmacology	cystine/antagonists & inhibitors	0.07407407407407408	32778843
pyruvate dehydrogenase acetyl-transferring kinase/antagonists & inhibitors	dichloroacetic acid/chemistry	0.03703703703703704	31509699
apoptosis/drug effects	neoplasms/drug therapy	0.14529914529914534	31509699
nivolumab/therapeutic use	cysteine/metabolism	0.03703703703703704	31043744
multiple myeloma/drug therapy	tumor microenvironment	0.07407407407407408	33691090
piperazines/pharmacology	methotrexate/pharmacology	0.07407407407407408	32778843
cell line	macrophages/drug effects	0.14814814814814817	34811833
apoptosis/drug effects	drug interactions	0.07407407407407408	32134361
macrophages	STING1	0.03703703703703704	33311482
apoptosis/drug effects	cell line tumor	0.6125356125356125	31509699
drug synergism	ferroptosis/drug effects	0	31509699
apoptosis/drug effects	antineoplastic agents/chemistry	0.07407407407407408	31509699
macrophages	proto-oncogene proteins p21(ras)/metabolism	0.03703703703703704	33311482
piperazines/pharmacology	vitamin e/pharmacology	0.07407407407407408	32778843
acetaminophen/pharmacology	heat-shock proteins/genetics	0.03703703703703704	34062295
apoptosis/drug effects	mitochondria/drug effects	0.14529914529914534	31509699
autophagy-related proteins/genetics	flavonolignans/pharmacology	0.03703703703703704	33926261
macrophages	ferroptosis/drug effects	0	33311482
nivolumab/therapeutic use	melanoma/genetics	0.03703703703703704	31043744
macrophages	pancreas/metabolism	0.03703703703703704	33311482
piperazines/pharmacology	malondialdehyde/blood	0.07407407407407408	34396451
melanoma/genetics	cell line tumor	0.37037037037037035	31043744
acetaminophen/pharmacology	gene expression regulation neoplastic	0.07407407407407408	34062295
spleen/pathology	liver/pathology	0.03703703703703704	34396451
allografts	oxidative stress/drug effects	0.07407407407407408	34093872
melanoma/genetics	interferon-gamma/immunology	0.03703703703703704	31043744
cation transport proteins/genetics	heat-shock proteins/genetics	0.03703703703703704	34062295
cell line	actins/metabolism	0.03703703703703704	34811833
piperazines/pharmacology	gene expression regulation neoplastic	0.14529914529914534	32778843
apoptosis/drug effects	saponins/chemistry	0.07407407407407408	31509699
phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors	GPX4	0.4074074074074075	32778843
piperazines/pharmacology	glutathione	0.07407407407407408	34396451
allografts	lung neoplasms/drug therapy	0.03703703703703704	34093872
cation transport proteins/genetics	gene expression regulation neoplastic	0.07407407407407408	34062295
inflammasomes/metabolism	hemodynamics/drug effects	0.03703703703703704	35197507
lymph/metabolism	cell survival	0.03703703703703704	32814895
drug resistance neoplasm	GGT1	0.03703703703703704	34991659
antibodies monoclonal humanized/pharmacology	cd8-positive t-lymphocytes/cytology	0.07407407407407408	33691090
myocardial reperfusion injury/drug therapy	cyclohexylamines/pharmacology	0.07407407407407408	30830879
allografts	tumor microenvironment/drug effects	0.14814814814814817	34093872
protein kinase inhibitors/chemistry	ferroptosis/drug effects	0	31509699
t-lymphocytes/immunology	myeloid-derived suppressor cells/immunology	0.03703703703703704	33547170
lymph/metabolism	ferroptosis/drug effects	0	32814895
coenzyme a ligases/metabolism	cell survival	0.03703703703703704	32814895
nivolumab/therapeutic use	CD8A	0.11111111111111112	31043744
genetic variation	tumor suppressor protein p53/genetics	0.03703703703703704	31980600
iron chelating agents/pharmacology	iron/metabolism	0.14814814814814817	30787033
coenzyme a ligases/metabolism	ferroptosis/drug effects	0	32814895
drug synergism	dichloroacetic acid/chemistry	0.03703703703703704	31509699
piperazines/pharmacology	antineoplastic agents/pharmacology	0.4017094017094017	32778843
drug resistance neoplasm	HLF	0.03703703703703704	34991659
spleen/pathology	ferroptosis/drug effects	0	34396451
piperazines/pharmacology	antioxidants/pharmacology	0.07407407407407408	32778843
malaria/genetics	tumor suppressor protein p53/genetics	0.03703703703703704	31980600
apoptosis/drug effects	pyruvate dehydrogenase acetyl-transferring kinase/antagonists & inhibitors	0.07407407407407408	31509699
iron chelating agents/pharmacology	macrophages/drug effects	0.14814814814814817	30787033
lymph/metabolism	oleic acid/metabolism	0.03703703703703704	32814895
endoplasmic reticulum/drug effects	S100A4	0.03703703703703704	33277233
piperazines/pharmacology	carbolines/pharmacology	0.14529914529914534	32778843
apoptosis/drug effects	drug synergism	0.07407407407407408	31509699
hmgb1 protein/metabolism	cells cultured	0.07407407407407408	35197507
t-lymphocytes/immunology	neutral ceramidase/antagonists & inhibitors	0.03703703703703704	33547170
piperazines/pharmacology	jurkat cells	0.14529914529914534	32778843
b-lymphocytes/metabolism	cytoskeletal proteins/metabolism	0.03703703703703704	31775041
macrophages	iron/metabolism	0.14814814814814817	33311482
coenzyme a ligases/metabolism	oleic acid/metabolism	0.03703703703703704	32814895
drug resistance neoplasm	IL6	0.03703703703703704	34991659
piperazines/pharmacology	biopterin/analogs & derivatives	0.07407407407407408	32778843
autophagy-related proteins/genetics	autophagy/drug effects	0.07407407407407408	33926261
t-lymphocytes/immunology	heme oxygenase-1/metabolism	0.03703703703703704	33547170
spleen/pathology	iron/blood	0.03703703703703704	34396451
drug resistance neoplasm	JAK2	0.03703703703703704	34991659
allografts	macrophages/drug effects	0.14814814814814817	34093872
apoptosis/drug effects	protein kinase inhibitors/chemistry	0.07407407407407408	31509699
t-lymphocytes/immunology	colonic neoplasms/drug therapy	0.03703703703703704	33547170
hmgb1 protein/metabolism	macrophages/metabolism	0.03703703703703704	35197507
nf-e2-related factor 2/biosynthesis	raw 264.7 cells	0.03703703703703704	34717678
nivolumab/therapeutic use	amino acid transport system y+/metabolism	0.07407407407407408	31043744
macrophages	carcinoma pancreatic ductal/metabolism	0.03703703703703704	33311482
multiple myeloma/drug therapy	cd8-positive t-lymphocytes/cytology	0.07407407407407408	33691090
melanoma/genetics	cysteine/metabolism	0.03703703703703704	31043744
piperazines/pharmacology	cell line tumor	0.6125356125356125	34396451
phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors	oxidative stress	0.07407407407407408	32778843
endoplasmic reticulum/drug effects	ferroptosis/drug effects	0	33277233
glutathione peroxidase/metabolism	flavonolignans/pharmacology	0.03703703703703704	33926261
cell line	hypoxia-inducible factor 1 alpha subunit/metabolism	0.03703703703703704	34811833
inflammasomes/metabolism	FTH1	0.03703703703703704	35197507
macrophages	cell transformation neoplastic/genetics	0.03703703703703704	33311482
lymph/metabolism	oxidative stress/drug effects	0.07407407407407408	32814895
hmgb1 protein/metabolism	hypertension pulmonary/chemically induced	0.03703703703703704	35197507
apoptosis/drug effects	biological products/chemistry	0.07407407407407408	31509699
autophagy-related proteins/genetics	antineoplastic agents/pharmacology	0.22222222222222224	33926261
coenzyme a ligases/metabolism	oxidative stress/drug effects	0.07407407407407408	32814895
brain neoplasms/genetics	CD44	0.03703703703703704	34062295
inflammasomes/metabolism	GPX4	0.4074074074074075	35197507
pyruvate dehydrogenase acetyl-transferring kinase/antagonists & inhibitors	macrophages/cytology	0.07407407407407408	31509699
macrophages	tumor microenvironment	0.07407407407407408	33311482
phospholipid hydroperoxide glutathione peroxidase/metabolism	tuberculosis/metabolism	0.07407407407407408	30787033
cell line	hepatocytes/drug effects	0.03703703703703704	34811833
nivolumab/therapeutic use	cd8-positive t-lymphocytes/immunology	0.11111111111111112	31043744
nivolumab/therapeutic use	ferroptosis/drug effects	0	31043744
hmgb1 protein/metabolism	monocrotaline/toxicity	0.03703703703703704	35197507
protein kinase inhibitors/chemistry	dichloroacetic acid/chemistry	0.03703703703703704	31509699
brain neoplasms/genetics	cation transport proteins/genetics	0.03703703703703704	34062295
autophagy-related proteins/genetics	jurkat cells	0.07407407407407408	33926261
t-lymphocytes/immunology	ASAH2	0.03703703703703704	33547170
myocardial reperfusion injury/drug therapy	adaptor proteins vesicular transport/genetics	0.03703703703703704	30830879
allografts	glycogen synthase kinase 3/metabolism	0.03703703703703704	34093872
iron chelating agents/pharmacology	glutathione/metabolism	0.11111111111111112	30787033
inflammasomes/metabolism	HMGB1	0.03703703703703704	35197507
drug resistance neoplasm	STAT3	0.03703703703703704	34991659
macrophages	diet	0.03703703703703704	33311482
phospholipid hydroperoxide glutathione peroxidase/metabolism	melanoma/blood	0.07407407407407408	32814895
biological products/chemistry	ferroptosis/drug effects	0	31509699
nivolumab/therapeutic use	SLC3A2	0.03703703703703704	31043744
spleen/pathology	kidney	0.03703703703703704	34396451
