KW	category	node_weight	occurrence	btw_cnt	cls_cnt	strength	qscore	Knode	ranking
ACSL4	GENE	0.0423728813559322	5	66	0.995631809768675	3.12844894833626	1	0.434310913085938	1
ADAMTS9-AS1	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	1
ATF4	GENE	0.0169491525423728	2	9	1.19510890207708	1.39127588110593	0.330578512396694	-0.0594904719622971	9
BLVRB	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
CALR	GENE	0.0084745762711864	1	NA	NA	NA	NA	NA	NA
CASP3	GENE	0.0084745762711864	1	0	1.55474202777969	0.713612956834918	1	0	1
CASP9	GENE	0.0084745762711864	1	0	0.720775267210079	1.78403239208729	0.166089965397924	-0.0900851282910885	17
CBR1	GENE	0.0084745762711864	1	0	0.510691767765821	0.356806478417459	0.027681660899654	0.648555453119575	8
CD274	GENE	0.0338983050847457	4	26	0.69774758339993	1.42722591366984	0.65625	0.1942138671875	13
CD47	GENE	0.0169491525423728	2	NA	NA	NA	NA	NA	NA
CDH1	GENE	0.0084745762711864	1	3	0.967550666222506	2.49764534892221	0.678200692041522	0.698028040852001	3
CDH2	GENE	0.0084745762711864	1	3	0.967550666222506	2.49764534892221	0.678200692041522	0.698028040852001	2
CDKN2A	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	1
CTNNB1	GENE	0.0084745762711864	1	0	0.720775267210079	1.78403239208729	0.166089965397924	-0.0900851282910885	15
DENR	GENE	0.0084745762711864	1	0	1.1513662677334	2.14083887050475	0.743801652892562	0.291715046786422	1
DNM1L	GENE	0.0084745762711864	1	0	1.1513662677334	2.14083887050475	0.743801652892562	0.291715046786422	5
EDN3	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	1
EDNRB	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	2
EEF1A2	GENE	0.0084745762711864	1	0	1.55474202777969	0.356806478417459	1	0	1
EGFR	GENE	0.0254237288135593	3	76	1.26208440106186	3.53211475161069	1	0.441374025694137	9
