entity	category	node_weight	occurrence	repGM	repGT
FAM126A	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
IL6	GENE	0.1323529411764706	9	1.8574402734966893	58.82352941176471
PDCD1	GENE	0.088235294117647	6	1.8574402734966893	58.82352941176471
RPL17	GENE	0.088235294117647	6	1.8574402734966893	58.82352941176471
RPL17-C18orf32	GENE	0.088235294117647	6	1.8574402734966893	58.82352941176471
FAP	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
VIM	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
TF	GENE	0.037037037037037	1	1.8574402734966893	58.82352941176471
TP53	GENE	0.111111111111111	3	1.8574402734966893	58.82352941176471
ACSL4	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
AIFM2	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
ATL1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
S100A4	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
GPX4	GENE	0.1617647058823529	11	1.8574402734966893	58.82352941176471
CD8A	GENE	0.1176470588235294	8	1.8574402734966893	58.82352941176471
PRKAA1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
NFE2L2	GENE	0.0294117647058823	2	1.8574402734966893	58.82352941176471
GSK3B	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
GABPA	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
MTOR	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
BTRC	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
PRKAA2	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
PRKAB1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
CTLA4	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
ASPG	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
SLC7A11	GENE	0.0588235294117647	4	1.8574402734966893	58.82352941176471
CCK	GENE	0.0441176470588235	3	1.8574402734966893	58.82352941176471
NLRP1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
XK	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
FN1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
FUT1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
HIF1A	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
MMRN1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
ATM	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
SLC9A1	GENE	0.0294117647058823	2	1.8574402734966893	58.82352941176471
SLC3A2	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
ACSL3	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
JAK2	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
GGT1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
HLF	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
SMAD3	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
STAT3	GENE	0.037037037037037	1	1.8574402734966893	58.82352941176471
TGFB1	GENE	0.1029411764705882	7	1.8574402734966893	58.82352941176471
ROS1	GENE	0.0588235294117647	4	1.8574402734966893	58.82352941176471
BDKRB2	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
BBS9	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
MS4A1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
PLEKHM1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
SPANXB1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
ASAH2	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
HMOX1	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
ATG5	GENE	0.0147058823529411	1	1.8574402734966893	58.82352941176471
