kw1	kw2	pg	crit_p	edge_weight	inv_edge_weight	R1C1	iteration
BBS9	BDKRB2	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
BBS9	ROS1	0.0010636503730522	0.0023691137341409	0.148148148148148	0.491090027111315	1	0
BBS9	PLEKHM1	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
BBS9	MS4A1	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
BBS9	SPANXB1	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
PLEKHM1	BDKRB2	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
PLEKHM1	ROS1	0.0010636503730522	0.0023691137341409	0.148148148148148	0.491090027111315	1	0
PLEKHM1	MS4A1	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
PLEKHM1	SPANXB1	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
SPANXB1	BDKRB2	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
SPANXB1	ROS1	0.0010636503730522	0.0023691137341409	0.148148148148148	0.491090027111315	1	0
SPANXB1	MS4A1	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
MS4A1	BDKRB2	6.772360450213451e-15	2.3951030860511e-13	0.037037037037037	0.491090027111315	1	0
MS4A1	ROS1	0.0010636503730522	0.0023691137341409	0.148148148148148	0.491090027111315	1	0
BDKRB2	ROS1	0.0010636503730522	0.0023691137341409	0.148148148148148	0.491090027111315	1	0
ATG5	ROS1	0.0044470815063318	0.0089746251693545	0.148148148148148	0.491090027111315	1	0
