KW1	KW2	P.value	adj.P.value	FisherP.value	ztPois.cdf	Raw.CO.Occurrence	Expansion
FOSB	FOS	0.0	0.0	1.0	0.0	2	2
FOSB	JUN	0.0	0.0	1.0	0.0	2	2
FOSB	JUND	0.0	0.0	1.0	0.0	2	2
JAK2	GGT1	3.6840033246221504e-09	3.06075070737443e-08	1.0	0.0	1	0
JAK2	HLF	3.6840033246221504e-09	3.06075070737443e-08	1.0	0.0	1	0
JAK2	IL6	3.6840033246221504e-09	3.06075070737443e-08	0.041666666666666664	0.9583333333333334	1	0
JAK2	STAT3	3.6840033246221504e-09	3.06075070737443e-08	0.25	0.75	1	0
JAK2	TGFB1	3.6840033246221504e-09	3.06075070737443e-08	0.14285714285714285	0.8571428571428572	1	0
PHB1	ROCK1	7.993605777301127e-15	2.337705859222128e-14	0.5	0.5	1	2
PHB1	PARP1	0.0	0.0	0.5	0.5	1	2
PHB1	PHB	0.0	0.0	1.0	0.0	1	2
PHB1	PHB2	0.0	0.0	1.0	0.0	1	2
DDX53	ARG1	2.1671331396078128e-10	8.167273915092734e-10	0.3333333333333333	0.6666666666666667	1	1
DDX53	MRC1	0.0	0.0	1.0	0.0	1	1
DDX53	CXCL12	0.000495034933806	0.0009652149681771	0.1111111111111111	0.8888888888888888	1	1
DDX53	IL10	0.0004078335325358	0.0008038043043459	0.058823529411764705	0.9411764705882353	1	1
CXCL9	CCR5	1.1965195501062448e-10	4.6137380611435856e-10	0.5	0.5	1	1
CXCL9	CXCL10	2.973192686495097e-07	8.212431303012179e-07	0.5	0.5	1	1
CXCL9	CCL5	2.186489046374085e-06	5.5552766694143736e-06	0.5	0.5	1	1
KEAP1	NFE2L2	1.8374538557353046e-09	4.180425602358951e-09	0.14285714285714285	0.8571428571428572	1	2
KEAP1	SIRT3	0.0	0.0	1.0	0.0	1	2
IFNG	CD274	0.0058157519329801	0.0095823851654418	0.2	0.8	3	1
IFNG	EIF2S1	0.0011241902599034	0.0020507184002136	0.0625	0.9375	1	1
IFNG	IL4	0.0019123793992633	0.002705017030951	0.13636363636363635	0.8636363636363636	3	2
IFNG	PRKD1	0.0023085250860955	0.0040300744440101	0.06666666666666667	0.9333333333333333	1	1
IFNG	TBX21	0.0023085250860955	0.0040300744440101	0.06666666666666667	0.9333333333333333	1	1
IFNG	BCL2	0.0013166713815397	0.0023793077659791	0.15789473684210525	0.8421052631578947	2	1
IFNG	SMYD2	0.0007294090398528	0.0010801831034457	0.06666666666666667	0.9333333333333333	1	2
IFNG	IL2	0.0072774432778871	0.0095562617618576	0.10526315789473684	0.8947368421052632	2	2
IFNG	EZH2	0.0007294090398528	0.0010801831034457	0.06666666666666667	0.9333333333333333	1	2
IFNG	SOCS1	0.0023085250860955	0.0040300744440101	0.06666666666666667	0.9333333333333333	1	1
IFNG	KDM5B	0.0007294090398528	0.0010801831034457	0.06666666666666667	0.9333333333333333	1	2
IFNG	ASH1L	0.0007294090398528	0.0010801831034457	0.06666666666666667	0.9333333333333333	1	2
IFNG	CD4	1.6162702532240836e-05	3.755878722309986e-05	0.26666666666666666	0.7333333333333334	2	1
IFNG	MYC	0.0007294090398528	0.0010801831034457	0.06666666666666667	0.9333333333333333	1	2
IFNG	PRF1	4.98545614742163e-05	8.340859586652349e-05	0.125	0.875	2	2
IFNG	KDM6B	0.0007294090398528	0.0010801831034457	0.06666666666666667	0.9333333333333333	1	2
IFNG	SOAT1	0.000263058749704	0.0004080006594915	0.06666666666666667	0.9333333333333333	1	2
ITGAM	CSF3	0.0	0.0	0.3333333333333333	0.6666666666666667	1	1
ITGAM	CA2	3.5860203695392556e-14	1.0231322805264597e-13	0.2	0.8	1	2
ITGAM	ITGB2	0.0	0.0	0.3333333333333333	0.6666666666666667	1	2
ITGAM	TYR	0.0	0.0	0.3333333333333333	0.6666666666666667	1	2
CFLAR	TNFRSF12A	0.0	0.0	1.0	0.0	1	1
CFLAR	WDTC1	0.0	0.0	0.25	0.75	1	1
CFLAR	BIRC2	0.0	0.0	1.0	0.0	1	1
TREM2	CD8A	5.60887558620493e-10	1.3148697675343124e-09	0.125	0.875	1	2
VIM	TP53	0.0046585985718459	0.0062708851153829	0.058823529411764705	0.9411764705882353	1	2
VIM	ROCK1	6.17195183849617e-12	1.600218785762825e-11	0.5	0.5	1	2
VIM	CTTN	5.917488721252084e-14	1.669265152835687e-13	0.5	0.5	1	2
VIM	RACGAP1	2.950235612475538e-07	5.851033762516784e-07	0.16666666666666666	0.8333333333333334	1	2
VIM	CASP3	0.0001063248833323	0.0001724858665069	0.1111111111111111	0.8888888888888888	1	2
VIM	CXCR4	1.3067551039580572e-05	2.293765579080454e-05	0.14285714285714285	0.8571428571428572	1	2
VIM	MAP2	0.0	0.0	1.0	0.0	1	2
VIM	TUBB3	0.0	0.0	1.0	0.0	1	2
MYD88	TLR4	3.086868656843045e-05	5.250083281678655e-05	0.10526315789473684	0.8947368421052632	2	2
MYD88	GSK3B	0.0012533925273621	0.0022678787442601	0.2	0.8	1	1
MYD88	IL6	0.0019997676118529	0.0028164967526159	0.08	0.92	2	2
MYD88	TGFB1	0.0019512735952008	0.0027592309296428	0.1111111111111111	0.8888888888888888	1	2
MYD88	ITK	1.3614860572275236e-07	3.8885466605408187e-07	0.3333333333333333	0.6666666666666667	1	1
MYD88	MMP2	1.3614860572275236e-07	3.8885466605408187e-07	0.3333333333333333	0.6666666666666667	1	1
MYD88	MMP9	1.8815880662659268e-05	4.308227161748481e-05	0.14285714285714285	0.8571428571428572	1	1
MYD88	TRAF6	1.3614860572275236e-07	3.8885466605408187e-07	0.3333333333333333	0.6666666666666667	1	1
MYD88	NFKB1	0.000811076136269	0.0011952507280109	0.08	0.92	2	2
S100A4	ACSL4	3.6840033246221504e-09	3.06075070737443e-08	0.5	0.5	1	0
S100A4	AIFM2	3.6840033246221504e-09	3.06075070737443e-08	1.0	0.0	1	0
S100A4	ATL1	3.6840033246221504e-09	3.06075070737443e-08	1.0	0.0	1	0
S100A4	CD8A	0.0011642724942971	0.0027637231616095	0.125	0.875	1	0
CXCR1	AKT1	7.693344058845586e-05	0.0001647854924311	0.14285714285714285	0.8571428571428572	2	1
MTOR	HIF1A	5.774941644953735e-05	9.602347369713473e-05	0.16666666666666666	0.8333333333333334	1	2
MTOR	CD274	0.001225363419687	0.0017749008446988	0.1	0.9	1	2
MTOR	BTRC	0.0041564637985551	0.0073602782301422	0.5	0.5	1	0
MTOR	CTLA4	0.0041564637985551	0.0073602782301422	0.5	0.5	1	0
MTOR	GABPA	0.0041564637985551	0.0073602782301422	0.3333333333333333	0.6666666666666667	1	0
MTOR	GSK3B	0.0041564637985551	0.0073602782301422	0.25	0.75	1	0
MTOR	NFE2L2	0.0001389648234961	0.0002879834192891	0.125	0.875	1	1
MTOR	PIK3CA	7.905680643460755e-08	2.360890952036533e-07	0.25	0.75	1	1
MTOR	PRKAA2	0.0041564637985551	0.0073602782301422	0.5	0.5	1	0
MTOR	PDCD1	9.643835518713397e-06	1.708077817137526e-05	0.16666666666666666	0.8333333333333334	1	2
EIF2S1	CD274	0.0010731516543845	0.0019766994758771	0.1	0.9	1	1
EIF2S1	ATF6	8.697487174913476e-13	2.342703792354608e-12	0.3333333333333333	0.6666666666666667	1	2
EIF2S1	ERN1	8.697487174913476e-13	2.342703792354608e-12	0.3333333333333333	0.6666666666666667	1	2
SHARPIN	GPX4	3.717139844816586e-07	7.334175829071495e-07	0.07142857142857142	0.9285714285714286	1	2
SHARPIN	SLC7A11	2.700807577582509e-09	6.0948516223150755e-09	0.1	0.9	1	2
SHARPIN	TP53	4.469662199502178e-05	7.503683172230356e-05	0.058823529411764705	0.9411764705882353	1	2
TBX21	CD4	2.1671331396078128e-10	8.167273915092734e-10	0.25	0.75	1	1
TBX21	SOCS1	0.0	0.0	1.0	0.0	1	1
IL10	CD8A	0.002321908483282	0.0040527182178444	0.08695652173913043	0.9130434782608696	2	1
IL10	HIF1A	0.0065840361092736	0.0087189638768922	0.1	0.9	2	2
IL10	ARG1	2.450545492638234e-06	6.210113351862432e-06	0.17647058823529413	0.8235294117647058	2	1
IL10	MRC1	0.0004078335325358	0.0008038043043459	0.058823529411764705	0.9411764705882353	1	1
IL10	TP53	0.0052332701501622	0.007005411956209	0.13333333333333333	0.8666666666666667	4	2
IL10	BIRC5	0.0035593645474349	0.0060419413750084	0.058823529411764705	0.9411764705882353	1	1
IL10	IL4	9.469229291791947e-06	2.257587425184564e-05	0.42105263157894735	0.5789473684210527	2	1
IL10	SOCS5	0.0035593645474349	0.0060419413750084	0.058823529411764705	0.9411764705882353	1	1
IL10	IL6	0.0004127876548641	0.0006267605835269	0.17142857142857143	0.8285714285714285	6	2
IL10	TCIM	0.0008937030715571	0.0016737767209395	0.058823529411764705	0.9411764705882353	1	1
IL10	SMYD2	0.0016761698788873	0.0023873068974183	0.058823529411764705	0.9411764705882353	1	2
IL10	DIABLO	0.0008937030715571	0.0016737767209395	0.058823529411764705	0.9411764705882353	1	1
IL10	IL2	0.0001379303240293	0.0002201658382848	0.15	0.85	3	2
IL10	EZH2	0.0016761698788873	0.0023873068974183	0.058823529411764705	0.9411764705882353	1	2
IL10	KDM5B	0.0016761698788873	0.0023873068974183	0.058823529411764705	0.9411764705882353	1	2
