entity	category	node_weight	occurrence	repGM	repGT
acetaminophen/pharmacology	MESH	0.037037037037037	1	1.680111007334413	95.58823529411765
brain neoplasms/genetics	MESH	0.037037037037037	1	1.680111007334413	95.58823529411765
cation transport proteins/genetics	MESH	0.037037037037037	1	1.680111007334413	95.58823529411765
gene expression regulation neoplastic	MESH	0.0735294117647058	5	1.680111007334413	95.58823529411765
glioblastoma/genetics	MESH	0.037037037037037	1	1.680111007334413	95.58823529411765
heat-shock proteins/genetics	MESH	0.037037037037037	1	1.680111007334413	95.58823529411765
hyaluronan receptors/genetics	MESH	0.037037037037037	1	1.680111007334413	95.58823529411765
t-lymphocytes cytotoxic/immunology	MESH	0.037037037037037	1	1.680111007334413	95.58823529411765
antioxidants/pharmacology	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
biopterins/analogs &amp; derivatives	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
cell proliferation/drug effects	MESH	0.0294117647058823	2	1.680111007334413	95.58823529411765
cystine/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
folic acid antagonists/pharmacology	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
methotrexate/pharmacology	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
phospholipid hydroperoxide glutathione peroxidase/antagonists &amp; inhibitors	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
tetrahydrofolate dehydrogenase/genetics	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
vitamin e/pharmacology	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
carbolines/pharmacology	MESH	0.0294117647058823	2	1.680111007334413	95.58823529411765
oxidative stress	MESH	0.0294117647058823	2	1.680111007334413	95.58823529411765
lipoproteins ldl	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
cytokines/metabolism	MESH	0.1470588235294117	10	1.680111007334413	95.58823529411765
macrophages/metabolism	MESH	0.1029411764705882	7	1.680111007334413	95.58823529411765
nitric oxide synthase type ii/metabolism	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
mannose receptor	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
colorectal neoplasms/metabolism	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
hyperlipidemias	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
scavenger receptors class e/genetics	MESH	0.0147058823529411	1	1.680111007334413	95.58823529411765
dose-response relationship drug	MESH	0.0441176470588235	3	1.680111007334413	95.58823529411765
jurkat cells	MESH	0.0294117647058823	2	1.680111007334413	95.58823529411765
piperazines/pharmacology	MESH	0.0294117647058823	2	1.680111007334413	95.58823529411765
