KW1	KW2	P.value	adj.P.value	FisherP.value	ztPois.cdf	Raw.CO.Occurrence	Expansion
ACSL3	cell survival	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL3	coenzyme a ligases/metabolism	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL3	glutathione/metabolism	0.0004672623117933	0.0012348348239768	0.111111111111111	0.489592177624085	1	0
ACSL3	iron/metabolism	0.0055440018833486	0.0096483131771907	0.148148148148148	0.489592177624085	1	0
ACSL3	lymph/metabolism	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL3	melanoma/blood	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL3	neoplasm metastasis/drug therapy	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL3	oleic acid/metabolism	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL3	oxidative stress/drug effects	0.0008321981592963	0.0021409466961325	0.074074074074074	0.489592177624085	1	0
ACSL3	phospholipid hydroperoxide glutathione peroxidase/metabolism	9.5248859721675e-06	3.80055483034183e-05	0.074074074074074	0.489592177624085	1	0
ACSL4	AIFM2	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL4	ATL1	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL4	CD8A	0.0011642724942971	0.0027637231616095	0.111111111111111	0.489592177624085	1	0
ACSL4	S100A4	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL4	autophagy/drug effects	3.59531428015814e-05	0.0001339820651868	0.074074074074074	0.489592177624085	1	0
ACSL4	cd8-positive t-lymphocytes/drug effects	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL4	endoplasmic reticulum/drug effects	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ACSL4	neoplasms/drug therapy	5.22328805326877e-05	0.0001917049442848	0.074074074074074	0.489592177624085	1	0
AIFM2	ATL1	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
AIFM2	CD8A	0.0011642724942971	0.0027637231616095	0.111111111111111	0.489592177624085	1	0
AIFM2	S100A4	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
AIFM2	autophagy/drug effects	3.59531428015814e-05	0.0001339820651868	0.074074074074074	0.489592177624085	1	0
AIFM2	cd8-positive t-lymphocytes/drug effects	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
AIFM2	endoplasmic reticulum/drug effects	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
AIFM2	neoplasms/drug therapy	5.22328805326877e-05	0.0001917049442848	0.074074074074074	0.489592177624085	1	0
ASAH2	HMOX1	2.67934523456859e-06	1.12458331125664e-05	0.037037037037037	0.489592177624085	1	0
ASAH2	TP53	0.0034561842403619	0.0064947350636081	0.111111111111111	0.489592177624085	1	0
ASAH2	cell line tumor/transplantation	0.0008695688142104	0.0021703435630395	0.074074074074074	0.489592177624085	1	0
ASAH2	colonic neoplasms/drug therapy	2.67934523456859e-06	1.12458331125664e-05	0.037037037037037	0.489592177624085	1	0
ASAH2	heme oxygenase-1/metabolism	2.67934523456859e-06	1.12458331125664e-05	0.037037037037037	0.489592177624085	1	0
ASAH2	lymphocytes tumor-infiltrating/immunology	2.67934523456859e-06	1.12458331125664e-05	0.037037037037037	0.489592177624085	1	0
ASAH2	membrane proteins/metabolism	2.67934523456859e-06	1.12458331125664e-05	0.037037037037037	0.489592177624085	1	0
ASAH2	myeloid-derived suppressor cells/immunology	2.67934523456859e-06	1.12458331125664e-05	0.037037037037037	0.489592177624085	1	0
ASAH2	neutral ceramidase/antagonists & inhibitors	2.67934523456859e-06	1.12458331125664e-05	0.037037037037037	0.489592177624085	1	0
ASAH2	t-lymphocytes/immunology	2.67934523456859e-06	1.12458331125664e-05	0.037037037037037	0.489592177624085	1	0
ASAH2	tumor suppressor protein p53/metabolism	0.0003175992139784	0.0008725885539204	0.074074074074074	0.489592177624085	1	0
ATG5	autophagy-related proteins/genetics	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ATG5	autophagy/drug effects	3.59531428015814e-05	0.0001339820651868	0.074074074074074	0.489592177624085	1	0
ATG5	cell cycle/drug effects	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ATG5	flavonolignans/pharmacology	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ATG5	glutathione peroxidase/metabolism	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ATG5	glutathione/metabolism	0.0004672623117933	0.0012348348239768	0.111111111111111	0.489592177624085	1	0
ATG5	jurkat cells	0.0002347009778048	0.0006628458348714	0.074074074074074	0.489592177624085	1	0
ATG5	precursor cell lymphoblastic leukemia-lymphoma/metabolism	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
ATL1	CD8A	0.0011642724942971	0.0027637231616095	0.111111111111111	0.489592177624085	1	0
ATL1	S100A4	3.6840033246221504e-09	3.06075070737443e-08	0.037037037037037	0.489592177624085	1	0
